"Subject","Start Date","All day event","Description","Show time as"
"CW ","10/09/2024",TRUE,"https://almanac.oremus.org/2024-09-10

Holy Communion
1 Corinthians 6.1-11
Psalm 149.1-5
Luke 6.12-19

Morning Prayer
Psalms 32, 36
1 Kings 8.63 - 9.9
Acts 16.25-end

Evening Prayer
Psalm 33
Wisdom 7.1-14 or 
1 Chronicles 28.11-end
Mark 11.12-26

Additional Weekday Lectionary
Proverbs 8.1-11
Luke 6.39-end

",3
"CW ","11/09/2024",TRUE,"https://almanac.oremus.org/2024-09-11

Holy Communion
1 Corinthians 7.25-31
Psalm 45.11-end
Luke 6.20-26

Morning Prayer
Psalm 34
1 Kings 10.1-25
Acts 17.1-15

Evening Prayer
Psalms 119.33-56
Wisdom 7.15 - 8.4 or 
1 Chronicles 29.1-9
Mark 11.27-end

Additional Weekday Lectionary
Proverbs 2.1-15
Colossians 1.9-20

",3
"CW ","12/09/2024",TRUE,"https://almanac.oremus.org/2024-09-12

Holy Communion
1 Corinthians 8.1-7, 11-end
Psalm 139.1-9
Luke 6.27-38

Morning Prayer
Psalm 37*
1 Kings 11.1-13
Acts 17.16-end

Evening Prayer
Psalms 39, 40
Wisdom 8.5-18 or 
1 Chronicles 29.10-20
Mark 12.1-12

Additional Weekday Lectionary
Baruch 3.14-end or Genesis 1.1-13
John 1.1-18

",3
"CW John Chrysostom, 407","13/09/2024",TRUE,"John Chrysostom, Bishop of Constantinople, Teacher of the Faith, 407

https://almanac.oremus.org/2024-09-13

Exciting Holiness
Jeremiah 1.4-10
Psalm 101.1-5, 9, 10
Ephesians 3.8-12
Matthew 5.13-19

Holy Communion
1 Corinthians 9.16-19, 22-end
Psalm 84.1-6
Luke 6.39-42

Morning Prayer
Psalm 31
1 Kings 11.26-end
Acts 18.1-21

Evening Prayer
Psalm 35
Wisdom 8.21 - end of 9 or 
1 Chronicles 29.21-end
Mark 12.13-17

(or) Evening Prayer on the Eve of Holy Cross Day
Psalm 66
Isaiah 52.13 - 53.12
Ephesians 2.11-22

Additional Weekday Lectionary
Ecclesiasticus 1.1-20 or Deuteronomy 7.7-16
1 Corinthians 1.18-end

",3
"CW* Holy Cross Day","14/09/2024",TRUE,"Holy Cross Day

https://almanac.oremus.org/2024-09-14

Principal Service
Numbers 21.4-9
Psalm 22.23-28
Philippians 2.6-11
John 3.13-17

Third Service
Genesis 3.1-15
John 12.27-36a
Morning Psalms
Psalms 2, 8, 146

Second Service
Isaiah 63.1-16
1 Corinthians 1.18-25
Evening Psalms
Psalms 110, 150

",3
"CW* Trinity 16","15/09/2024",TRUE,"The Sixteenth Sunday after Trinity

https://almanac.oremus.org/2024-09-15

Proper 19
Sunday between 11 and 17 September inclusive

Principal Service
Continuous
Proverbs 1.20-33
Psalm 19* or 
Canticle: Wisdom of Solomon 7.26 - 8.1
James 3.1-12
Mark 8.27-38

(or)
Related
Isaiah 50.4-9a
Psalm 116.1-8
James 3.1-12
Mark 8.27-38

Third Service
Psalm 119.105-120
Isaiah 44.24 - 45.8
Revelation 12.1-12

Second Service
Psalm 119.73-88*
Exodus 18.13-26
Matthew 7.1-14

",3
"CW Ninian, c.432; Edward Bouverie Pusey, 1882","16/09/2024",TRUE,"Ninian, Bishop of Galloway, Apostle of the Picts, c.432
Edward Bouverie Pusey, Priest, Tractarian, 1882

https://almanac.oremus.org/2024-09-16

Exciting Holiness
Isaiah 52.7-10
Psalm 67
Acts 13.46-49
Mark 16.15-end

Holy Communion
DEL week 24
1 Corinthians 11.17-26, 33
Psalm 40.7-11
Luke 7.1-10

Morning Prayer
Psalm 44
1 Kings 12.25 - 13.10
Acts 19.8-20

Evening Prayer
Psalms 47, 49
Wisdom 11.21 - 12.2 or 
2 Chronicles 2.1-16
Mark 12.28-34

Additional Weekday Lectionary
Genesis 21.1-13
Luke 1.26-38

",3
"CW Hildegard of Bingen, 1179","17/09/2024",TRUE,"Hildegard, Abbess of Bingen, Visionary, 1179

https://almanac.oremus.org/2024-09-17

Exciting Holiness
Proverbs 8.12-14, 22-31
Psalm 104.26, 29, 30, 32-36
1 Corinthians 2.9-13
Luke 10.21-24

Holy Communion
1 Corinthians 12.12-14, 27-end
Psalm 100
Luke 7.11-17

Morning Prayer
Psalms 48, 52
1 Kings 13.11-end
Acts 19.21-end

Evening Prayer
Psalm 50
Wisdom 12.12-21 or 
2 Chronicles 3
Mark 12.35-end

Additional Weekday Lectionary
Ruth 4.7-17
Luke 2.25-38

",3
"CW ","18/09/2024",TRUE,"https://almanac.oremus.org/2024-09-18

Holy Communion
1 Corinthians 12.31b - end of 13
Psalm 33.1-12
Luke 7.31-35

Morning Prayer
Psalm 119.57-80
1 Kings 17
Acts 20.1-16

Evening Prayer
Psalms 59, 60, (67)
Wisdom 13.1-9 or 
2 Chronicles 5
Mark 13.1-13

Additional Weekday Lectionary
2 Kings 4.1-7
John 2.1-11

",3
"CW Theodore of Tarsus, 690","19/09/2024",TRUE,"Theodore of Tarsus, Archbishop of Canterbury, 690

https://almanac.oremus.org/2024-09-19

Holy Communion
1 Corinthians 15.1-11
Psalm 118.1-2, 17-20
Luke 7.36-end

Morning Prayer
Psalms 56, 57, (63*)
1 Kings 18.1-20
Acts 20.17-end

Evening Prayer
Psalms 61, 62, 64
Wisdom 16.15 - 17.1 or 
2 Chronicles 6.1-21
Mark 13.14-23

Additional Weekday Lectionary
2 Kings 4.25b-37
Mark 3.19b-35

",3
"CW John Coleridge Patteson, 1871","20/09/2024",TRUE,"John Coleridge Patteson, First Bishop of Melanesia, and his Companions, Martyrs, 1871

https://almanac.oremus.org/2024-09-20

Exciting Holiness
2 Chronicles 24.17-21
Psalm 16.2, 4-8
Acts 7.55-end
Mark 8.31-35

Holy Communion
1 Corinthians 15.12-20
Psalm 17.1-8
Luke 8.1-3

Morning Prayer
Psalms 51, 54
1 Kings 18.21-end
Acts 21.1-16

Evening Prayer
Psalm 38
Wisdom 18.6-19 or 
2 Chronicles 6.22-end
Mark 13.24-31

(or) Evening Prayer on the Eve of Matthew
Psalm 34
Isaiah 33.13-17
Matthew 6.19-34

Additional Weekday Lectionary
Judith 8.9-17, 28-36 or Ruth 1.1-18
John 19.25b-30

",3
"CW* Matthew","21/09/2024",TRUE,"Matthew, Apostle and Evangelist

https://almanac.oremus.org/2024-09-21

Principal Service
Proverbs 3.13-18
Psalm 119.65-72
2 Corinthians 4.1-6
Matthew 9.9-13

Third Service
1 Kings 19.15-end
2 Timothy 3.14-end
Morning Psalms
Psalms 49, 117

Second Service
Ecclesiastes 5.4-12
Matthew 19.16-end
Evening Psalm
Psalm 119.33-40, 89-96

",3
"CW* Trinity 17","22/09/2024",TRUE,"The Seventeenth Sunday after Trinity

https://almanac.oremus.org/2024-09-22

Proper 20
Sunday between 18 and 24 September inclusive

Principal Service
Continuous
Proverbs 31.10-31
Psalm 1
James 3.13 - 4.3, 7-8a
Mark 9.30-37

(or)
Related
Wisdom of Solomon 1.16 - 2.1, 12-22 or 
Jeremiah 11.18-20
Psalm 54
James 3.13 - 4.3, 7-8a
Mark 9.30-37

Third Service
Psalm 119.153-end
Isaiah 45.9-22
Revelation 14.1-5

Second Service
Psalm 119.137-152*
Exodus 19.10-end
Matthew 8.23-end

",3
"CW ","23/09/2024",TRUE,"https://almanac.oremus.org/2024-09-23

Holy Communion
DEL week 25
Proverbs 3.27-34
Psalm 15
Luke 8.16-18

Morning Prayer
Psalm 71
1 Kings 21
Acts 21.37 - 22.21

Evening Prayer
Psalms 72, 75
1 Maccabees 1.1-19 or 
2 Chronicles 9.1-12
Mark 14.1-11

Additional Weekday Lectionary
Exodus 19.16-end
Hebrews 12.18-end

",3
"CW ","24/09/2024",TRUE,"https://almanac.oremus.org/2024-09-24

Holy Communion
Proverbs 21.1-6, 10-13
Psalm 119.1-8
Luke 8.19-21

Morning Prayer
Psalm 73
1 Kings 22.1-28
Acts 22.22 - 23.11

Evening Prayer
Psalm 74
1 Maccabees 1.20-40 or 
2 Chronicles 10.1 - 11.4
Mark 14.12-25

Additional Weekday Lectionary
1 Chronicles 16.1-13
Revelation 11.15-end

",3
"CW Lancelot Andrewes, 1626; Sergei of Radonezh, 1392","25/09/2024",TRUE,"Lancelot Andrewes, Bishop of Winchester, Spiritual Writer, 1626
Sergei of Radonezh, Russian Monastic Reformer, Teacher of the Faith, 1392

https://almanac.oremus.org/2024-09-25

Exciting Holiness
Isaiah 6.1-8
Psalm 63.1-9
1 Peter 5.1-4
Matthew 13.44-46, 52

Holy Communion
Proverbs 30.5-9
Psalm 119.105-112
Luke 9.1-6

Morning Prayer
Psalm 77
1 Kings 22.29-45
Acts 23.12-end

Evening Prayer
Psalm 119.81-104
1 Maccabees 1.41-end or 
2 Chronicles 12
Mark 14.26-42

Additional Weekday Lectionary
1 Chronicles 29.10-19
Colossians 3.12-17

",3
"CW Ember Day","25/09/2024",TRUE,"Ember Day

The following readings are suitable for use on Ember Days:
Numbers 11.16, 17, 24-29 or 
Numbers 27.15-end or 
1 Samuel 16.1-13a or 
Isaiah 6.1-8 or 
Isaiah 61.1-3 or 
Jeremiah 1.4-10

Psalm 40.8-13 or 
Psalm 84.8-12 or 
Psalm 89.19-25 or 
Psalm 101.1-5, 7 or 
Psalm 122

Acts 20.28-35 or 
1 Corinthians 3.3-11 or 
Ephesians 4.4-16 or 
Philippians 3.7-14

Luke 4.16-21 or 
Luke 12.35-43 or 
Luke 22.24-27 or 
John 4.31-38 or 
John 15.5-17

",3
"CW Wilson Carlile, 1942","26/09/2024",TRUE,"Wilson Carlile, Founder of the Church Army, 1942

https://almanac.oremus.org/2024-09-26

Holy Communion
Ecclesiastes 1.2-11
Psalm 90.1-6
Luke 9.7-9

Morning Prayer
Psalm 78.1-39*
2 Kings 1.2-17
Acts 24.1-23

Evening Prayer
Psalm 78.40-end*
1 Maccabees 2.1-28 or 
2 Chronicles 13.1 - 14.1
Mark 14.43-52

Additional Weekday Lectionary
Nehemiah 8.1-12
1 Corinthians 14.1-12

",3
"CW Vincent de Paul, 1660","27/09/2024",TRUE,"Vincent de Paul, Founder of the Congregation of the Mission (Lazarists), 1660

https://almanac.oremus.org/2024-09-27

Exciting Holiness
Isaiah 58.6-11a
Psalm 15
1 Corinthians 1.25-end
Matthew 25.34-40

Holy Communion
Ecclesiastes 3.1-11
Psalm 144.1-4
Luke 9.18-22

Morning Prayer
Psalm 55
2 Kings 2.1-18
Acts 24.24 - 25.12

Evening Prayer
Psalm 69
1 Maccabees 2.29-48 or 
2 Chronicles 14.2-end
Mark 14.53-65

Additional Weekday Lectionary
Isaiah 1.10-17
Mark 12.28-34

",3
"CW Ember Day","27/09/2024",TRUE,"Ember Day

The following readings are suitable for use on Ember Days:
Numbers 11.16, 17, 24-29 or 
Numbers 27.15-end or 
1 Samuel 16.1-13a or 
Isaiah 6.1-8 or 
Isaiah 61.1-3 or 
Jeremiah 1.4-10

Psalm 40.8-13 or 
Psalm 84.8-12 or 
Psalm 89.19-25 or 
Psalm 101.1-5, 7 or 
Psalm 122

Acts 20.28-35 or 
1 Corinthians 3.3-11 or 
Ephesians 4.4-16 or 
Philippians 3.7-14

Luke 4.16-21 or 
Luke 12.35-43 or 
Luke 22.24-27 or 
John 4.31-38 or 
John 15.5-17

",3
"CW ","28/09/2024",TRUE,"https://almanac.oremus.org/2024-09-28

Holy Communion
Ecclesiastes 11.9 - 12.8
Psalm 90.1-2, 12-end
Luke 9.43b-45

Morning Prayer
Psalms 76, 79
2 Kings 4.1-37
Acts 25.13-end

Evening Prayer
Psalms 81, 84
1 Maccabees 2.49-end or 
2 Chronicles 15.1-15
Mark 14.66-end

(or, if Michael and All Angels is celebrated on Sunday 29 September)
Evening Prayer on the Eve of Michael and All Angels
Psalm 91
2 Kings 6.8-17
Matthew 18.1-6, 10

Additional Weekday Lectionary
Daniel 6.6-23
Revelation 12.7-12

",3
"CW Ember Day","28/09/2024",TRUE,"Ember Day

The following readings are suitable for use on Ember Days:
Numbers 11.16, 17, 24-29 or 
Numbers 27.15-end or 
1 Samuel 16.1-13a or 
Isaiah 6.1-8 or 
Isaiah 61.1-3 or 
Jeremiah 1.4-10

Psalm 40.8-13 or 
Psalm 84.8-12 or 
Psalm 89.19-25 or 
Psalm 101.1-5, 7 or 
Psalm 122

Acts 20.28-35 or 
1 Corinthians 3.3-11 or 
Ephesians 4.4-16 or 
Philippians 3.7-14

Luke 4.16-21 or 
Luke 12.35-43 or 
Luke 22.24-27 or 
John 4.31-38 or 
John 15.5-17

",3
"CW* Michael and All Angels","29/09/2024",TRUE,"The festival of Michael and All Angels may be observed on Sunday 29 September or Monday 30 September.
If it is observed on Sunday 29 September:

Michael and All Angels

https://almanac.oremus.org/2024-09-29

Principal Service
Genesis 28.10-17
Psalm 103.19-22
Revelation 12.7-12
John 1.47-51

(or)
Revelation 12.7-12
Psalm 103.19-22
Hebrews 1.5-14
John 1.47-51

Third Service
Tobit 12.6-22 or 
Daniel 12.1-4
Acts 12.1-11
Morning Psalms
Psalms 34, 150

Second Service
Daniel 10.4-21
Revelation 5
Evening Psalms
Psalms 138, 148

",3
"CW* Trinity 18","29/09/2024",TRUE,"The festival of Michael and All Angels may be observed on Sunday 29 September or Monday 30 September.
If it is observed on Monday 30 September:

The Eighteenth Sunday after Trinity

https://almanac.oremus.org/2024-09-29

Proper 21
Sunday between 25 September and 1 October inclusive

Principal Service
Continuous
Esther 7.1-6, 9, 10; 9.20-22
Psalm 124
James 5.13-20
Mark 9.38-end

(or)
Related
Numbers 11.4-6, 10-16, 24-29
Psalm 19.7-14
James 5.13-20
Mark 9.38-end

Third Service
Psalm 122
Isaiah 48.12-end
Luke 11.37-end

Second Service
Psalms 120, 121
Exodus 24
Matthew 9.1-8

(or) Evening Prayer on the Eve of Michael and All Angels
Psalm 91
2 Kings 6.8-17
Matthew 18.1-6, 10

",3
"CW Jerome, 420","30/09/2024",TRUE,"The festival of Michael and All Angels may be observed on Sunday 29 September or Monday 30 September.
If it is observed on Sunday 29 September:

Jerome, Translator of the Scriptures, Teacher of the Faith, 420

https://almanac.oremus.org/2024-09-30

Holy Communion
DEL week 26
Job 1.6-end
Psalm 17.1-11
Luke 9.46-50

Morning Prayer
Psalms 80, 82
2 Kings 5
Acts 26.1-23

Evening Prayer
Psalms 85, 86
1 Maccabees 3.1-26 or 
2 Chronicles 17.1-12
Mark 15.1-15

Additional Weekday Lectionary
2 Samuel 22.4-7, 17-20
Hebrews 7.26 - 8.6

",3
"CW* Michael and All Angels","30/09/2024",TRUE,"The festival of Michael and All Angels may be observed on Sunday 29 September or Monday 30 September.
If it is observed on Monday 30 September:

Michael and All Angels

https://almanac.oremus.org/2024-09-30

Principal Service
Genesis 28.10-17
Psalm 103.19-22
Revelation 12.7-12
John 1.47-51

(or)
Revelation 12.7-12
Psalm 103.19-22
Hebrews 1.5-14
John 1.47-51

Third Service
Tobit 12.6-22 or 
Daniel 12.1-4
Acts 12.1-11
Morning Psalms
Psalms 34, 150

Second Service
Daniel 10.4-21
Revelation 5
Evening Psalms
Psalms 138, 148

",3
"CW Remigius, 533; Anthony Ashley Cooper, 1885","01/10/2024",TRUE,"Remigius, Bishop of Rheims, Apostle of the Franks, 533
Anthony Ashley Cooper, Earl of Shaftesbury, Social Reformer, 1885

https://almanac.oremus.org/2024-10-01

Holy Communion
DEL week 26
Job 3.1-3, 11-17, 20-23
Psalm 88.14-19
Luke 9.51-56

Morning Prayer
Psalms 87, 89.1-18
2 Kings 6.1-23
Acts 26.24-end

Evening Prayer
Psalm 89.19-end
1 Maccabees 3.27-41 or 
2 Chronicles 18.1-27
Mark 15.16-32

Additional Weekday Lectionary
Proverbs 22.17-end
2 Corinthians 12.1-10

",3
"CW ","02/10/2024",TRUE,"https://almanac.oremus.org/2024-10-02

Holy Communion
Job 9.1-12, 14-16
Psalm 88.1-6, 11
Luke 9.57-end

Morning Prayer
Psalm 119.105-128
2 Kings 9.1-16
Acts 27.1-26

Evening Prayer
Psalms 91, 93
1 Maccabees 3.42-end or 
2 Chronicles 18.28 - end of 19
Mark 15.33-41

Additional Weekday Lectionary
Hosea 14
James 2.14-26

",3
"CW George Bell, 1958","03/10/2024",TRUE,"George Bell, Bishop of Chichester, Ecumenist, Peacemaker, 1958

https://almanac.oremus.org/2024-10-03

Holy Communion
Job 19.21-27a
Psalm 27.13-16
Luke 10.1-12

Morning Prayer
Psalms 90, 92
2 Kings 9.17-end
Acts 27.27-end

Evening Prayer
Psalm 94
1 Maccabees 4.1-25 or 
2 Chronicles 20.1-23
Mark 15.42-end

Additional Weekday Lectionary
Isaiah 24.1-15
John 16.25-33

",3
"CW Francis of Assisi, 1226","04/10/2024",TRUE,"Francis of Assisi, Friar, Deacon, Founder of the Friars Minor, 1226

https://almanac.oremus.org/2024-10-04

Exciting Holiness
Micah 6.6-8
Psalm 100
Galatians 6.14-end
Luke 12.22-34

Holy Communion
Job 38.1, 12-21, 40.3-5
Psalm 139.6-11
Luke 10.13-16

Morning Prayer
Psalms 88, (95)
2 Kings 12.1-19
Acts 28.1-16

Evening Prayer
Psalm 102
1 Maccabees 4.26-35 or 
2 Chronicles 22.10 - end of 23
Mark 16.1-8

Additional Weekday Lectionary
Jeremiah 14.1-9
Luke 23.44-56

",3
"CW ","05/10/2024",TRUE,"https://almanac.oremus.org/2024-10-05

Holy Communion
Job 42.1-3, 6, 12-end
Psalm 119.169-end
Luke 10.17-24

Morning Prayer
Psalms 96, 97, 100
2 Kings 17.1-23
Acts 28.17-end

Evening Prayer
Psalm 104
1 Maccabees 4.36-end or 
2 Chronicles 24.1-22
Mark 16.9-end

(or) Evening Prayer on the Eve of the Dedication Festival
Psalm 24
2 Chronicles 7.11-16
John 4.19-29

Additional Weekday Lectionary
Zechariah 8.14-end
John 20.19-end

",3
"CW* Trinity 19","06/10/2024",TRUE,"If the Dedication Festival is not observed on Sunday 6 October:
The Nineteenth Sunday after Trinity

https://almanac.oremus.org/2024-10-06

Proper 22
Sunday between 2 and 8 October inclusive

Principal Service
Continuous
Job 1.1; 2.1-10
Psalm 26
Hebrews 1.1-4; 2.5-12
Mark 10.2-16

(or)
Related
Genesis 2.18-24
Psalm 8
Hebrews 1.1-4; 2.5-12
Mark 10.2-16

Third Service
Psalms 123, 124
Isaiah 49.13-23
Luke 12.1-12

Second Service
Psalms 125, 126
Joshua 3.7-17
Matthew 10.1-22

",3
"CW* (or) Dedication Festival","06/10/2024",TRUE,"When the date of dedication is unknown, the Dedication Festival may be observed on the first Sunday of October (6 October), or on the Last Sunday after Trinity (27 October), or on a suitable date chosen locally.

Dedication Festival

https://almanac.oremus.org/2024-10-06

Principal Service
Genesis 28.11-18 or 
Revelation 21.9-14
Psalm 122
1 Peter 2.1-10
John 10.22-29

Third Service
Haggai 2.6-9
Hebrews 10.19-25
Morning Psalms
Psalms 48, 150

Second Service
Jeremiah 7.1-11
Luke 19.1-10
Evening Psalm
Psalm 132

",3
"CW ","07/10/2024",TRUE,"https://almanac.oremus.org/2024-10-07

Holy Communion
DEL week 27
Galatians 1.6-12
Psalm 111.1-6
Luke 10.25-37

Morning Prayer
Psalms 98, 99, 101
2 Kings 17.24-end
Philippians 1.1-11

Evening Prayer
Psalm 105* (or 103)
1 Maccabees 6.1-17 or 
2 Chronicles 26.1-21
John 13.1-11

Additional Weekday Lectionary
1 Kings 3.3-14
1 Timothy 3.14 - 4.8

",3
"CW ","08/10/2024",TRUE,"https://almanac.oremus.org/2024-10-08

Holy Communion
Galatians 1.13-end
Psalm 139.1-9
Luke 10.38-end

Morning Prayer
Psalm 106* (or 103)
2 Kings 18.1-12
Philippians 1.12-end

Evening Prayer
Psalm 107*
1 Maccabees 6.18-47 or 
2 Chronicles 28
John 13.12-20

Additional Weekday Lectionary
Proverbs 27.11-end
Galatians 6.1-10

",3
"CW Denys and Companions, c.250; Robert Grosseteste, 1253","09/10/2024",TRUE,"Denys, Bishop of Paris, and his Companions, Martyrs, c.250
Robert Grosseteste, Bishop of Lincoln, Philosopher, Scientist, 1253

https://almanac.oremus.org/2024-10-09

Holy Communion
Galatians 2.1-2, 7-14
Psalm 117
Luke 11.1-4

Morning Prayer
Psalms 110, 111, 112
2 Kings 18.13-end
Philippians 2.1-13

Evening Prayer
Psalm 119.129-152
1 Maccabees 7.1-20 or 
2 Chronicles 29.1-19
John 13.21-30

Additional Weekday Lectionary
Isaiah 51.1-6
2 Corinthians 1.1-11

",3
"CW Paulinus, 644; Thomas Traherne, 1674","10/10/2024",TRUE,"Paulinus, Bishop of York, Missionary, 644
Thomas Traherne, Poet, Spiritual Writer, 1674

https://almanac.oremus.org/2024-10-10

Exciting Holiness
Isaiah 2.2-5
Psalm 27.1, 2, 4, 5
Ephesians 2.4-10
Matthew 28.16-end

Holy Communion
Galatians 3.1-5
Canticle: Benedictus
Luke 11.5-13

Morning Prayer
Psalms 113, 115
2 Kings 19.1-19
Philippians 2.14-end

Evening Prayer
Psalms 114, 116, 117
1 Maccabees 7.21-end or 
2 Chronicles 29.20-end
John 13.31-end

Additional Weekday Lectionary
Ecclesiasticus 18.1-14 or Job 26
1 Corinthians 11.17-end

",3
"CW Ethelburga, 675; James the Deacon, 7th century","11/10/2024",TRUE,"Ethelburga, Abbess of Barking, 675
James the Deacon, companion of Paulinus, 7th century

https://almanac.oremus.org/2024-10-11

Holy Communion
Galatians 3.7-14
Psalm 111.4-end
Luke 11.15-26

Morning Prayer
Psalm 139
2 Kings 19.20-36
Philippians 3.1 - 4.1

Evening Prayer
Psalms 130, 131, 137
1 Maccabees 9.1-22 or 
2 Chronicles 30
John 14.1-14

Additional Weekday Lectionary
Ecclesiasticus 28.2-12 or Job 19.21-end
Mark 15.33-47

",3
"CW Wilfrid of Ripon, 709; Elizabeth Fry, 1845; Edith Cavell, 1915","12/10/2024",TRUE,"Wilfrid of Ripon, Bishop, Missionary, 709
Elizabeth Fry, Prison Reformer, 1845
Edith Cavell, Nurse, 1915

https://almanac.oremus.org/2024-10-12

Exciting Holiness
Isaiah 52.7-10
Psalm 67
1 Corinthians 1.18-25
Luke 5.1-11

Holy Communion
Galatians 3.22-end
Psalm 105.1-7
Luke 11.27-28

Morning Prayer
Psalms 120, 121, 122
2 Kings 20
Philippians 4.2-end

Evening Prayer
Psalm 118
1 Maccabees 13.41-end, 14.4-15 or 
2 Chronicles 32.1-22
John 14.15-end

Additional Weekday Lectionary
Isaiah 44.21-end
John 21.15-end

",3
"CW* Trinity 20","13/10/2024",TRUE,"The Twentieth Sunday after Trinity

https://almanac.oremus.org/2024-10-13

Proper 23
Sunday between 9 and 15 October inclusive

Principal Service
Continuous
Job 23.1-9, 16, 17
Psalm 22.1-15
Hebrews 4.12-16
Mark 10.17-31

(or)
Related
Amos 5.6-7, 10-15
Psalm 90.12-17
Hebrews 4.12-16
Mark 10.17-31

Third Service
Psalms 129, 130
Isaiah 50.4-10
Luke 13.22-30
Second Service
Psalms 127 [128]

Joshua 5.13 - 6.20
Matthew 11.20-end

",3
"CW ","14/10/2024",TRUE,"https://almanac.oremus.org/2024-10-14

Holy Communion
DEL week 28
Galatians 4.21-24, 26-27, 31, 5.1
Psalm 113
Luke 11.29-32

Morning Prayer
Psalms 123, 124, 125, 126
2 Kings 21.1-18
1 Timothy 1.1-17

Evening Prayer
Psalms 127, 128, 129
2 Maccabees 4.7-17 or 
2 Chronicles 33.1-13
John 15.1-11

Additional Weekday Lectionary
1 Kings 6.2-10
John 12.1-11

",3
"CW Teresa of Avila, 1582","15/10/2024",TRUE,"Teresa of Avila, Teacher of the Faith, 1582

https://almanac.oremus.org/2024-10-15

Exciting Holiness
Wisdom 7.7-15
Psalm 138.1-3, 6-8a
Romans 8.22-27
John 14.1-7

Holy Communion
Galatians 5.1-6
Psalm 119.41-48
Luke 11.37-41

Morning Prayer
Psalms 132, 133
2 Kings 22.1 - 23.3
1 Timothy 1.18 - end of 2

Evening Prayer
Psalms (134), 135
2 Maccabees 6.12-end or 
2 Chronicles 34.1-18
John 15.12-17

Additional Weekday Lectionary
Proverbs 31.10-end
Luke 10.38-end

",3
"CW Nicholas Ridley and Hugh Latimer, 1555","16/10/2024",TRUE,"Nicholas Ridley, Bishop of London, and Hugh Latimer, Bishop of Worcester, Reformation Martyrs, 1555

https://almanac.oremus.org/2024-10-16

Holy Communion
Galatians 5.18-end
Psalm 1
Luke 11.42-46

Morning Prayer
Psalm 119.153-end
2 Kings 23.4-25
1 Timothy 3

Evening Prayer
Psalm 136
2 Maccabees 7.1-19 or 
2 Chronicles 34.19-end
John 15.18-end

Additional Weekday Lectionary
Jonah 1
Luke 5.1-11

",3
"CW Ignatius of Antioch, c.107","17/10/2024",TRUE,"Ignatius, Bishop of Antioch, Martyr, c.107

https://almanac.oremus.org/2024-10-17

Exciting Holiness
Isaiah 35.6-end
Psalm 31.1-5, 7, 8
Philippians 3.7-12
John 6.52-58

Holy Communion
Ephesians 1.1-10
Psalm 98.1-4
Luke 11.47-end

Morning Prayer
Psalms 143, 146
2 Kings 23.36 - 24.17
1 Timothy 4

Evening Prayer
Psalms 138, 140, 141
2 Maccabees 7.20-41 or 
2 Chronicles 35.1-19
John 16.1-15

(or) Evening Prayer on the Eve of Luke
Psalm 33
Hosea 6.1-3
2 Timothy 3.10-17

Additional Weekday Lectionary
Exodus 12.1-20
1 Thessalonians 4.1-12

",3
"CW* Luke","18/10/2024",TRUE,"Luke the Evangelist

https://almanac.oremus.org/2024-10-18

Principal Service
Isaiah 35.3-6 or 
Acts 16.6-12a
Psalm 147.1-7
2 Timothy 4.5-17
Luke 10.1-9

Third Service
Isaiah 55
Luke 1.1-4
Morning Psalms
Psalms 145, 146

Second Service
Ecclesiasticus 38.1-14 or 
Isaiah 61.1-6
Colossians 4.7-end
Evening Psalm
Psalm 103

",3
"CW Henry Martyn, 1812","19/10/2024",TRUE,"Henry Martyn, Translator of the Scriptures, Missionary in India and Persia, 1812

https://almanac.oremus.org/2024-10-19

Exciting Holiness
Isaiah 55.6-11
Psalm 24.1-7, 10
Philippians 2.12-18
Mark 16.15-end

Holy Communion
Ephesians 1.15-end
Psalm 8
Luke 12.8-12

Morning Prayer
Psalm 147
2 Kings 25.22-end
1 Timothy 5.17-end

Evening Prayer
Psalms 148, 149, 150
Tobit 2 or 
2 Chronicles 36.11-end
John 16.23-end

Additional Weekday Lectionary
2 Samuel 7.18-end
Acts 2.22-33

",3
"CW* Trinity 21","20/10/2024",TRUE,"The Twenty-first Sunday after Trinity

https://almanac.oremus.org/2024-10-20

Proper 24
Sunday between 16 and 22 October inclusive

Principal Service
Continuous
Job 38.1-7 [34-41]
Psalm 104.1-10, 26, 35c*
Hebrews 5.1-10
Mark 10.35-45

(or)
Related
Isaiah 53.4-12
Psalm 91.9-16
Hebrews 5.1-10
Mark 10.35-45

Third Service
Psalms 133, 134, 137.1-6
Isaiah 54.1-14
Luke 13.31-end

Second Service
Psalm 141
Joshua 14.6-14
Matthew 12.1-21

",3
"CW ","21/10/2024",TRUE,"https://almanac.oremus.org/2024-10-21

Holy Communion
DEL week 29
Ephesians 2.1-10
Psalm 100
Luke 12.13-21

Morning Prayer
Psalms 1, 2, 3
Judith 4 or 
Exodus 22.21-27, 23.1-17
1 Timothy 6.1-10

Evening Prayer
Psalms 4, 7
Tobit 3 or 
Micah 1.1-9
John 17.1-5

Additional Weekday Lectionary
1 Kings 8.22-30
John 12.12-19

",3
